Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Building Machine Learning and Deep Learning Models on Google Cloud Platform","","","","","10.1007/978-1-4842-4470-8","Ekaba Bisong","2019","http://link.springer.com/book/10.1007/978-1-4842-4470-8","Book"
"Cloud-Service-Zertifizierung","","","","","10.1007/978-3-662-58857-4","Sebastian LinsStephan SchneiderProf. Dr. Ali Sunyaev","2019","http://link.springer.com/book/10.1007/978-3-662-58857-4","Book"
