Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Cloud Computing, Big Data & Emerging Topics","Communications in Computer and Information Science","","","","10.1007/978-3-030-84825-5","Marcelo NaioufDr. Enzo RucciFranco ChichizolaLaura De Giusti","2021","http://link.springer.com/book/10.1007/978-3-030-84825-5","Book"
"Algorithmic Aspects of Cloud Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-93043-1","Gianlorenzo D’AngeloOthon Michail","2021","http://link.springer.com/book/10.1007/978-3-030-93043-1","Book"
